filename,path,category,model_id,mass,scale,object_file,num_grasps,success_rate,mean_quality,max_quality,scale_suspect
Battery_bca4b019f0e82b047ce5891d242f55b0_0.11082795466308966.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Battery_bca4b019f0e82b047ce5891d242f55b0_0.11082795466308966.h5,Battery,bca4b019f0e82b047ce5891d242f55b0,0.3807098211,0.1108279547,meshes/Battery/bca4b019f0e82b047ce5891d242f55b0.obj,2000,0.0055,0.0046560461269304,0.9345914512065342,False
Battery_df764d4f469372c468909d1f30d3c271_5.59657006171583e-05.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Battery_df764d4f469372c468909d1f30d3c271_5.59657006171583e-05.h5,Battery,df764d4f469372c468909d1f30d3c271,0.1201729457,5.59657e-05,meshes/Battery/df764d4f469372c468909d1f30d3c271.obj,2000,0.3045,0.2845727039727098,0.9924338640160516,True
Battery_e9618fc24f59c47424f030789cba1c9f_0.1462887661213002.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Battery_e9618fc24f59c47424f030789cba1c9f_0.1462887661213002.h5,Battery,e9618fc24f59c47424f030789cba1c9f,0.0728713813,0.1462887661,meshes/Battery/e9618fc24f59c47424f030789cba1c9f.obj,2000,0.36,0.3415538082674075,0.9933618986517228,False
Battery_f168cb95bee9962f171dcfaba5dcf7df_0.07881181732628911.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Battery_f168cb95bee9962f171dcfaba5dcf7df_0.07881181732628911.h5,Battery,f168cb95bee9962f171dcfaba5dcf7df,0.143541503,0.0788118173,meshes/Battery/f168cb95bee9962f171dcfaba5dcf7df.obj,2000,0.825,0.6293694280970119,0.988576499902597,False
Battery_f2883772a1ff21098dd1225ea7af8125_0.06200022384840762.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Battery_f2883772a1ff21098dd1225ea7af8125_0.06200022384840762.h5,Battery,f2883772a1ff21098dd1225ea7af8125,0.1509758307,0.0620002238,meshes/Battery/f2883772a1ff21098dd1225ea7af8125.obj,2000,0.2365,0.1554424239526519,0.9206721934215416,False
Battery_f8a093851f146122dd4616bdfbd70670_0.00033903505920234047.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Battery_f8a093851f146122dd4616bdfbd70670_0.00033903505920234047.h5,Battery,f8a093851f146122dd4616bdfbd70670,0.0053735634,0.0003390351,meshes/Battery/f8a093851f146122dd4616bdfbd70670.obj,2000,0.924,0.7136449831556761,0.9712556104114298,True
Book_11183af410a81c186f525e79a05bbcb3_0.003430131761306427.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_11183af410a81c186f525e79a05bbcb3_0.003430131761306427.h5,Book,11183af410a81c186f525e79a05bbcb3,0.0654539456,0.0034301318,meshes/Book/11183af410a81c186f525e79a05bbcb3.obj,2000,0.767,0.5544629917741789,0.9699484792698564,True
Book_13335c01414d6fd85af897847a7513ca_0.010491006793418368.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_13335c01414d6fd85af897847a7513ca_0.010491006793418368.h5,Book,13335c01414d6fd85af897847a7513ca,0.2322120133,0.0104910068,meshes/Book/13335c01414d6fd85af897847a7513ca.obj,2000,0.8065,0.6655023201131479,0.9907071731140804,False
Book_19f04c7aecfb05a3cc639cc85c8f16df_0.0005882626684476562.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_19f04c7aecfb05a3cc639cc85c8f16df_0.0005882626684476562.h5,Book,19f04c7aecfb05a3cc639cc85c8f16df,0.0690646323,0.0005882627,meshes/Book/19f04c7aecfb05a3cc639cc85c8f16df.obj,2000,0.8865,0.6370439538618426,0.9568977784441832,True
Book_1d493a57a21833f2d92c7cdc3939488b_0.01311887386650193.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_1d493a57a21833f2d92c7cdc3939488b_0.01311887386650193.h5,Book,1d493a57a21833f2d92c7cdc3939488b,0.0554782792,0.0131188739,meshes/Book/1d493a57a21833f2d92c7cdc3939488b.obj,2000,0.886,0.6589400275026226,0.9826575343319272,False
Book_1e2dcb130b75c6c09251ef7f51226942_0.00033307409606741454.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_1e2dcb130b75c6c09251ef7f51226942_0.00033307409606741454.h5,Book,1e2dcb130b75c6c09251ef7f51226942,0.0707901513,0.0003330741,meshes/Book/1e2dcb130b75c6c09251ef7f51226942.obj,2000,0.9405,0.6888003772784878,0.978115383746913,True
Book_1fd8d3cdf525532b5b5a685c28abd3e_0.00015178320425740706.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_1fd8d3cdf525532b5b5a685c28abd3e_0.00015178320425740706.h5,Book,1fd8d3cdf525532b5b5a685c28abd3e,0.0066640098,0.0001517832,meshes/Book/1fd8d3cdf525532b5b5a685c28abd3e.obj,2000,0.9525,0.6671691052751749,0.9434168812123642,True
Book_1fd8d3cdf525532b5b5a685c28abd3e_0.0004232434881253912.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_1fd8d3cdf525532b5b5a685c28abd3e_0.0004232434881253912.h5,Book,1fd8d3cdf525532b5b5a685c28abd3e,0.1444891806,0.0004232435,meshes/Book/1fd8d3cdf525532b5b5a685c28abd3e.obj,2000,0.944,0.7027725222472895,0.97515014304047,True
Book_22b7066166d83798876972681d7d64db_0.01159632436393706.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_22b7066166d83798876972681d7d64db_0.01159632436393706.h5,Book,22b7066166d83798876972681d7d64db,0.0280064669,0.0115963244,meshes/Book/22b7066166d83798876972681d7d64db.obj,2000,0.8495,0.5931401326295846,0.9694854022461048,False
Book_236dcc97a135d37a79283d5c77809cc1_0.0033971920921677225.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_236dcc97a135d37a79283d5c77809cc1_0.0033971920921677225.h5,Book,236dcc97a135d37a79283d5c77809cc1,0.0193491798,0.0033971921,meshes/Book/236dcc97a135d37a79283d5c77809cc1.obj,2000,0.8925,0.6176262096912928,0.9275132461183648,True
Book_2394aad19bdb0ca8e751791317b66d8c_0.00035281110119388587.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_2394aad19bdb0ca8e751791317b66d8c_0.00035281110119388587.h5,Book,2394aad19bdb0ca8e751791317b66d8c,0.0382246245,0.0003528111,meshes/Book/2394aad19bdb0ca8e751791317b66d8c.obj,2000,0.7695,0.5526520242903564,0.9628074233777412,True
Book_25dd6051429b804430a87f4918e4b66_0.008906510236321177.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_25dd6051429b804430a87f4918e4b66_0.008906510236321177.h5,Book,25dd6051429b804430a87f4918e4b66,0.0233512569,0.0089065102,meshes/Book/25dd6051429b804430a87f4918e4b66.obj,2000,0.8985,0.6370136030319186,0.9580017414891238,True
Book_2c3fff6bb2f03eeddec62a61accd35e7_0.013021049080144908.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_2c3fff6bb2f03eeddec62a61accd35e7_0.013021049080144908.h5,Book,2c3fff6bb2f03eeddec62a61accd35e7,0.057581191,0.0130210491,meshes/Book/2c3fff6bb2f03eeddec62a61accd35e7.obj,2000,0.9185,0.6661793781808063,0.979995534779488,False
Book_2d3598f0e0a07de7ff8a6b1ceab25ae8_0.008781803361090131.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_2d3598f0e0a07de7ff8a6b1ceab25ae8_0.008781803361090131.h5,Book,2d3598f0e0a07de7ff8a6b1ceab25ae8,0.0279179672,0.0087818034,meshes/Book/2d3598f0e0a07de7ff8a6b1ceab25ae8.obj,2000,0.7295,0.5191769303043339,0.9560736936480572,True
Book_3c030f8b8f7637eac0d3742cb5ee0e30_0.031787773895492616.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_3c030f8b8f7637eac0d3742cb5ee0e30_0.031787773895492616.h5,Book,3c030f8b8f7637eac0d3742cb5ee0e30,0.4694630004,0.0317877739,meshes/Book/3c030f8b8f7637eac0d3742cb5ee0e30.obj,2000,0.548,0.4105476141260502,0.9427208597841256,False
Book_40063a7b95efd3e94e3ba00caff7aecc_0.0009432203937148439.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_40063a7b95efd3e94e3ba00caff7aecc_0.0009432203937148439.h5,Book,40063a7b95efd3e94e3ba00caff7aecc,0.2331665266,0.0009432204,meshes/Book/40063a7b95efd3e94e3ba00caff7aecc.obj,2000,0.37,0.2598568571049891,0.9253441036962348,True
Book_459e81b89a4b2fd7f29c5890b07f3a65_0.017563454620798682.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_459e81b89a4b2fd7f29c5890b07f3a65_0.017563454620798682.h5,Book,459e81b89a4b2fd7f29c5890b07f3a65,0.0258972272,0.0175634546,meshes/Book/459e81b89a4b2fd7f29c5890b07f3a65.obj,2000,0.802,0.5795226577715564,0.9650263032897424,False
Book_459e81b89a4b2fd7f29c5890b07f3a65_0.01922644472545225.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_459e81b89a4b2fd7f29c5890b07f3a65_0.01922644472545225.h5,Book,459e81b89a4b2fd7f29c5890b07f3a65,0.0339719432,0.0192264447,meshes/Book/459e81b89a4b2fd7f29c5890b07f3a65.obj,2000,0.7765,0.5596492786536874,0.9831835562046212,False
Book_4698973d47c780654f48c7d5931203ac_0.01010965467789813.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_4698973d47c780654f48c7d5931203ac_0.01010965467789813.h5,Book,4698973d47c780654f48c7d5931203ac,0.0486853595,0.0101096547,meshes/Book/4698973d47c780654f48c7d5931203ac.obj,2000,0.575,0.4138258087071434,0.948936436139813,False
Book_485d9ea2f47335b03e27fc67bf70fa23_0.002092290742837822.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_485d9ea2f47335b03e27fc67bf70fa23_0.002092290742837822.h5,Book,485d9ea2f47335b03e27fc67bf70fa23,0.4062893687,0.0020922907,meshes/Book/485d9ea2f47335b03e27fc67bf70fa23.obj,2000,0.669,0.4966177614834756,0.9705356950973932,True
Book_4dc6344e8e357867a0a7b8ecc42036d5_0.032645643538974166.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_4dc6344e8e357867a0a7b8ecc42036d5_0.032645643538974166.h5,Book,4dc6344e8e357867a0a7b8ecc42036d5,0.4028755826,0.0326456435,meshes/Book/4dc6344e8e357867a0a7b8ecc42036d5.obj,2000,0.659,0.4220826684779457,0.9459380104706898,False
Book_4e0eab530e900d09bcbccbbd6200163_0.0013541524280595246.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_4e0eab530e900d09bcbccbbd6200163_0.0013541524280595246.h5,Book,4e0eab530e900d09bcbccbbd6200163,0.0694724037,0.0013541524,meshes/Book/4e0eab530e900d09bcbccbbd6200163.obj,2000,0.854,0.6338198207522641,0.9730348984226704,True
Book_4e0eab530e900d09bcbccbbd6200163_0.002746945349740843.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_4e0eab530e900d09bcbccbbd6200163_0.002746945349740843.h5,Book,4e0eab530e900d09bcbccbbd6200163,0.5799088341,0.0027469453,meshes/Book/4e0eab530e900d09bcbccbbd6200163.obj,2000,0.6615,0.5699517538741179,0.969479449452064,True
Book_4fc472642d8831d32b47ff0229e1155a_0.01948334196739702.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_4fc472642d8831d32b47ff0229e1155a_0.01948334196739702.h5,Book,4fc472642d8831d32b47ff0229e1155a,0.0220016264,0.019483342,meshes/Book/4fc472642d8831d32b47ff0229e1155a.obj,2000,0.873,0.632880649251903,0.9676286232598492,False
Book_57a4dd08863a3b67fb8de648691848ea_0.0004389855973802437.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_57a4dd08863a3b67fb8de648691848ea_0.0004389855973802437.h5,Book,57a4dd08863a3b67fb8de648691848ea,0.0242319205,0.0004389856,meshes/Book/57a4dd08863a3b67fb8de648691848ea.obj,2000,0.854,0.596819073690685,0.9729967717619156,True
Book_59fd296e42d9d65cd889106d819b8d66_0.02579055242492913.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_59fd296e42d9d65cd889106d819b8d66_0.02579055242492913.h5,Book,59fd296e42d9d65cd889106d819b8d66,1.076047015,0.0257905524,meshes/Book/59fd296e42d9d65cd889106d819b8d66.obj,2000,0.0,0.0,0.0,False
Book_5ba89398d98be20e691def363532c98_0.013554026685220202.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_5ba89398d98be20e691def363532c98_0.013554026685220202.h5,Book,5ba89398d98be20e691def363532c98,0.0107433041,0.0135540267,meshes/Book/5ba89398d98be20e691def363532c98.obj,2000,0.95,0.6767018545373232,0.9568412656593624,False
Book_5d734ee7d5114084625ac64d4da8b7e4_0.0004584268260775174.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_5d734ee7d5114084625ac64d4da8b7e4_0.0004584268260775174.h5,Book,5d734ee7d5114084625ac64d4da8b7e4,0.0093596082,0.0004584268,meshes/Book/5d734ee7d5114084625ac64d4da8b7e4.obj,2000,0.9095,0.63573281604002,0.9603392350414726,True
Book_5e90bf1bb411069c115aef9ae267d6b7_0.0268818133810836.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_5e90bf1bb411069c115aef9ae267d6b7_0.0268818133810836.h5,Book,5e90bf1bb411069c115aef9ae267d6b7,0.4267089901,0.0268818134,meshes/Book/5e90bf1bb411069c115aef9ae267d6b7.obj,2000,0.5695,0.477070333653507,0.9776597830935368,False
Book_5fb3c24bb78a75976ad1e524762a34d5_0.0008175127732569914.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_5fb3c24bb78a75976ad1e524762a34d5_0.0008175127732569914.h5,Book,5fb3c24bb78a75976ad1e524762a34d5,0.0763544437,0.0008175128,meshes/Book/5fb3c24bb78a75976ad1e524762a34d5.obj,2000,0.842,0.6076539993878984,0.9791570833988972,True
Book_617cb1e6a2ecfeb9987c0cc553273cda_0.025151122776502825.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_617cb1e6a2ecfeb9987c0cc553273cda_0.025151122776502825.h5,Book,617cb1e6a2ecfeb9987c0cc553273cda,0.2027646972,0.0251511228,meshes/Book/617cb1e6a2ecfeb9987c0cc553273cda.obj,2000,0.69,0.5298824746311627,0.9607918167072188,False
Book_63c552fb147b553994de7b39c8fe55aa_0.010851468735844336.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_63c552fb147b553994de7b39c8fe55aa_0.010851468735844336.h5,Book,63c552fb147b553994de7b39c8fe55aa,0.0107135826,0.0108514687,meshes/Book/63c552fb147b553994de7b39c8fe55aa.obj,2000,0.894,0.4981358098817565,0.9086294617448116,False
Book_63c552fb147b553994de7b39c8fe55aa_0.03900717790665083.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_63c552fb147b553994de7b39c8fe55aa_0.03900717790665083.h5,Book,63c552fb147b553994de7b39c8fe55aa,0.4976256351,0.0390071779,meshes/Book/63c552fb147b553994de7b39c8fe55aa.obj,2000,0.5855,0.2879292734063527,0.9161372188309366,False
Book_6ad85ddb5a110664e632c30f54a9aa37_0.03521545790943599.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_6ad85ddb5a110664e632c30f54a9aa37_0.03521545790943599.h5,Book,6ad85ddb5a110664e632c30f54a9aa37,0.5434896013,0.0352154579,meshes/Book/6ad85ddb5a110664e632c30f54a9aa37.obj,2000,0.5805,0.4452397025112634,0.9502627163823216,False
Book_6c467f08afa8c50e8ff650f628611182_0.00017941421125448813.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_6c467f08afa8c50e8ff650f628611182_0.00017941421125448813.h5,Book,6c467f08afa8c50e8ff650f628611182,0.3667088047,0.0001794142,meshes/Book/6c467f08afa8c50e8ff650f628611182.obj,2000,0.7015,0.5539515466364019,0.9793128436696154,True
Book_6d12de155ea37ea8c37837f2575f34ab_0.011522106896922749.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_6d12de155ea37ea8c37837f2575f34ab_0.011522106896922749.h5,Book,6d12de155ea37ea8c37837f2575f34ab,0.1325688207,0.0115221069,meshes/Book/6d12de155ea37ea8c37837f2575f34ab.obj,2000,0.7185,0.5042995270593279,0.9738822293161064,False
Book_742e14aa241feab67efcee988123ee4c_0.000921191734506729.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_742e14aa241feab67efcee988123ee4c_0.000921191734506729.h5,Book,742e14aa241feab67efcee988123ee4c,0.3753904575,0.0009211917,meshes/Book/742e14aa241feab67efcee988123ee4c.obj,2000,0.459,0.3490685223894985,0.9716187475668896,True
Book_76c6048ea537ca8f78f998d890758e90_0.00023569800966029143.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_76c6048ea537ca8f78f998d890758e90_0.00023569800966029143.h5,Book,76c6048ea537ca8f78f998d890758e90,0.0875979544,0.000235698,meshes/Book/76c6048ea537ca8f78f998d890758e90.obj,2000,0.899,0.6589929910421504,0.9859173419034876,True
Book_77fbfb099946218de7cc0348080803a7_0.00565262156544797.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_77fbfb099946218de7cc0348080803a7_0.00565262156544797.h5,Book,77fbfb099946218de7cc0348080803a7,0.0674822063,0.0056526216,meshes/Book/77fbfb099946218de7cc0348080803a7.obj,2000,0.8645,0.6352346232583099,0.9827874485633734,True
Book_78ef41d48086be4f578beb8a8c25e433_0.01738141152525268.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_78ef41d48086be4f578beb8a8c25e433_0.01738141152525268.h5,Book,78ef41d48086be4f578beb8a8c25e433,0.2610073131,0.0173814115,meshes/Book/78ef41d48086be4f578beb8a8c25e433.obj,2000,0.4985,0.4248549079363884,0.9886010859798294,False
Book_78ef41d48086be4f578beb8a8c25e433_0.028360996605605576.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_78ef41d48086be4f578beb8a8c25e433_0.028360996605605576.h5,Book,78ef41d48086be4f578beb8a8c25e433,1.1338667322,0.0283609966,meshes/Book/78ef41d48086be4f578beb8a8c25e433.obj,2000,0.0,0.0,0.0,False
Book_7f81a942c7f8fdb242ca7cc070f21ed3_0.017056992532252995.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_7f81a942c7f8fdb242ca7cc070f21ed3_0.017056992532252995.h5,Book,7f81a942c7f8fdb242ca7cc070f21ed3,0.0930331607,0.0170569925,meshes/Book/7f81a942c7f8fdb242ca7cc070f21ed3.obj,2000,0.7245,0.5395897941729298,0.984450975935348,False
Book_80302eee16d4e9da384368499a680cf1_0.02624860435547364.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_80302eee16d4e9da384368499a680cf1_0.02624860435547364.h5,Book,80302eee16d4e9da384368499a680cf1,0.1425278161,0.0262486044,meshes/Book/80302eee16d4e9da384368499a680cf1.obj,2000,0.801,0.5982183165248858,0.9733020787664672,False
Book_88126ea1dd43940d9251ef7f51226942_0.00019171753317058252.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_88126ea1dd43940d9251ef7f51226942_0.00019171753317058252.h5,Book,88126ea1dd43940d9251ef7f51226942,0.0030106478,0.0001917175,meshes/Book/88126ea1dd43940d9251ef7f51226942.obj,2000,0.937,0.6114834333047929,0.9180643226339792,True
Book_89c7cc9f23c67ed6978cd0e4ce91ea2b_0.0005449017556366696.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_89c7cc9f23c67ed6978cd0e4ce91ea2b_0.0005449017556366696.h5,Book,89c7cc9f23c67ed6978cd0e4ce91ea2b,0.0020629459,0.0005449018,meshes/Book/89c7cc9f23c67ed6978cd0e4ce91ea2b.obj,2000,0.9585,0.6621118655160749,0.9650803295557158,True
Book_8daa30dd38bd5f5cd5bd8e7415322d0f_0.014203253615105615.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_8daa30dd38bd5f5cd5bd8e7415322d0f_0.014203253615105615.h5,Book,8daa30dd38bd5f5cd5bd8e7415322d0f,0.150663477,0.0142032536,meshes/Book/8daa30dd38bd5f5cd5bd8e7415322d0f.obj,2000,0.725,0.5722945548828504,0.9814744355613214,False
Book_920d841d67130f9ac762eb31f1f0c676_0.0005694891787538383.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_920d841d67130f9ac762eb31f1f0c676_0.0005694891787538383.h5,Book,920d841d67130f9ac762eb31f1f0c676,0.0765191565,0.0005694892,meshes/Book/920d841d67130f9ac762eb31f1f0c676.obj,2000,0.765,0.5823728071883665,0.9700107540818328,True
Book_966f99bf764882a5b4305483d4641c5e_0.0006287042764884938.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_966f99bf764882a5b4305483d4641c5e_0.0006287042764884938.h5,Book,966f99bf764882a5b4305483d4641c5e,0.047825295,0.0006287043,meshes/Book/966f99bf764882a5b4305483d4641c5e.obj,2000,0.8485,0.6105819844710595,0.95948646856619,True
Book_997d0daf40925e5f54bf0ed06a1506a7_0.001158075134941642.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_997d0daf40925e5f54bf0ed06a1506a7_0.001158075134941642.h5,Book,997d0daf40925e5f54bf0ed06a1506a7,0.1324036683,0.0011580751,meshes/Book/997d0daf40925e5f54bf0ed06a1506a7.obj,2000,0.8075,0.605430666030029,0.9687387198912734,True
Book_9ee8ceff2bd0f1adb3480c13e0bfacdf_0.01975123064891686.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_9ee8ceff2bd0f1adb3480c13e0bfacdf_0.01975123064891686.h5,Book,9ee8ceff2bd0f1adb3480c13e0bfacdf,0.4043494267,0.0197512306,meshes/Book/9ee8ceff2bd0f1adb3480c13e0bfacdf.obj,2000,0.692,0.6322617953348013,0.9818141973117236,False
Book_a238b2f6f5e2cf66c77016426fd9cf48_0.0004463005543383624.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_a238b2f6f5e2cf66c77016426fd9cf48_0.0004463005543383624.h5,Book,a238b2f6f5e2cf66c77016426fd9cf48,0.0394159075,0.0004463006,meshes/Book/a238b2f6f5e2cf66c77016426fd9cf48.obj,2000,0.676,0.4862112903322906,0.9717014835200548,True
Book_a238b2f6f5e2cf66c77016426fd9cf48_0.000621589326212787.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_a238b2f6f5e2cf66c77016426fd9cf48_0.000621589326212787.h5,Book,a238b2f6f5e2cf66c77016426fd9cf48,0.1064878101,0.0006215893,meshes/Book/a238b2f6f5e2cf66c77016426fd9cf48.obj,2000,0.6025,0.4477823030387328,0.9781848840111284,True
Book_a355beaa0446cee43a9ac064380c69d0_0.0031529126367636907.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_a355beaa0446cee43a9ac064380c69d0_0.0031529126367636907.h5,Book,a355beaa0446cee43a9ac064380c69d0,0.0503811105,0.0031529126,meshes/Book/a355beaa0446cee43a9ac064380c69d0.obj,2000,0.8425,0.5972230015395413,0.9756793554908328,True
Book_a65a1329f220b75dc397398a02cfbf3_0.00029914853462247867.h5,D:\3d-grasp-pose-estimation\dataset\grasps\Book_a65a1329f220b75dc397398a02cfbf3_0.00029914853462247867.h5,Book,a65a1329f220b75dc397398a02cfbf3,0.0681094718,0.0002991485,meshes/Book/a65a1329f220b75dc397398a02cfbf3.obj,2000,0.9115,0.6695943736497909,0.97928288297514,True
